"business_id","date","ViolationTypeID","risk_category","description"
1724,"20131017",103143,"Low Risk","Inadequate warewashing facilities or equipment"
1724,"20131017",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1724,"20131017",103120,"Moderate Risk","Moderate risk food holding temperature "
1724,"20130517",103142,"Low Risk","Unclean nonfood contact surfaces"
1724,"20130517",103139,"Low Risk","Improper food storage"
1724,"20130517",103133,"Moderate Risk","Foods not protected from contamination"
1724,"20130517",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1724,"20130517",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1724,"20130517",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1724,"20130517",103131,"Moderate Risk","Moderate risk vermin infestation"
1724,"20140505",103139,"Low Risk","Improper food storage"
1724,"20140505",103102,"High Risk","Unclean hands or improper use of gloves"
1724,"20140505",103161,"Low Risk","Low risk vermin infestation"
1724,"20140505",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1726,"20140624",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1727,"20130627",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1727,"20130627",103142,"Low Risk","Unclean nonfood contact surfaces"
1727,"20130627",103131,"Moderate Risk","Moderate risk vermin infestation"
1727,"20130627",103120,"Moderate Risk","Moderate risk food holding temperature "
1727,"20130627",103103,"High Risk","High risk food holding temperature "
1727,"20140611",103102,"High Risk","Unclean hands or improper use of gloves"
1727,"20140611",103103,"High Risk","High risk food holding temperature "
1734,"20150406",103142,"Low Risk","Unclean nonfood contact surfaces"
1734,"20150406",103147,"Low Risk","Inadequate ventilation or lighting"
1734,"20150406",103145,"Low Risk","Improper storage of equipment utensils or linens"
1734,"20150406",103120,"Moderate Risk","Moderate risk food holding temperature "
1734,"20150406",103132,"Moderate Risk","Improper thawing methods "
1734,"20131105",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1734,"20131105",103142,"Low Risk","Unclean nonfood contact surfaces"
1734,"20131105",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1734,"20130430",103142,"Low Risk","Unclean nonfood contact surfaces"
1734,"20130430",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1734,"20120910",103142,"Low Risk","Unclean nonfood contact surfaces"
1734,"20120910",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1741,"20150223",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1741,"20150223",103120,"Moderate Risk","Moderate risk food holding temperature "
1741,"20150223",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1741,"20150223",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1741,"20150223",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1741,"20130604",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1741,"20130604",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1741,"20130604",103145,"Low Risk","Improper storage of equipment utensils or linens"
1741,"20130604",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1741,"20130604",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1741,"20130604",103131,"Moderate Risk","Moderate risk vermin infestation"
1741,"20140521",103145,"Low Risk","Improper storage of equipment utensils or linens"
1741,"20140521",103142,"Low Risk","Unclean nonfood contact surfaces"
1741,"20140521",103150,"Low Risk","Improper or defective plumbing"
1741,"20140521",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1741,"20140521",103105,"High Risk","Improper cooling methods"
1741,"20130122",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1741,"20130122",103103,"High Risk","High risk food holding temperature "
1741,"20130122",103131,"Moderate Risk","Moderate risk vermin infestation"
1741,"20130122",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1742,"20150630",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1742,"20150630",103131,"Moderate Risk","Moderate risk vermin infestation"
1742,"20150630",103157,"Low Risk","Food safety certificate or food handler card not available"
1742,"20150630",103129,"Moderate Risk","Insufficient hot water or running water"
1747,"20141204",103132,"Moderate Risk","Improper thawing methods "
1747,"20141204",103133,"Moderate Risk","Foods not protected from contamination"
1747,"20141204",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1747,"20141204",103150,"Low Risk","Improper or defective plumbing"
1747,"20150602",103139,"Low Risk","Improper food storage"
1747,"20150602",103102,"High Risk","Unclean hands or improper use of gloves"
1747,"20150602",103131,"Moderate Risk","Moderate risk vermin infestation"
1747,"20150602",103138,"Low Risk","Improper storage use or identification of toxic substances"
1747,"20150602",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1747,"20150602",103132,"Moderate Risk","Improper thawing methods "
1747,"20140325",103133,"Moderate Risk","Foods not protected from contamination"
1747,"20140325",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1747,"20140325",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1747,"20130819",103114,"High Risk","High risk vermin infestation"
1747,"20130819",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1747,"20130819",103133,"Moderate Risk","Foods not protected from contamination"
1747,"20140418",103114,"High Risk","High risk vermin infestation"
1747,"20121204",103108,"High Risk","Contaminated or adulterated food"
1750,"20130416",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1750,"20130416",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1750,"20130416",103103,"High Risk","High risk food holding temperature "
1750,"20130416",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1750,"20130416",103145,"Low Risk","Improper storage of equipment utensils or linens"
1750,"20130416",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1750,"20130416",103147,"Low Risk","Inadequate ventilation or lighting"
1750,"20130416",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1750,"20130416",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
1750,"20130416",103131,"Moderate Risk","Moderate risk vermin infestation"
1750,"20130416",103142,"Low Risk","Unclean nonfood contact surfaces"
1750,"20130416",103156,"Low Risk","Permit license or inspection report not posted"
1750,"20130416",103120,"Moderate Risk","Moderate risk food holding temperature "
1753,"20150112",103118,"Moderate Risk","Employee eating or smoking"
1753,"20150112",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1753,"20150112",103139,"Low Risk","Improper food storage"
1753,"20150112",103131,"Moderate Risk","Moderate risk vermin infestation"
1753,"20140304",103177,"Low Risk","Non service animal"
1753,"20140304",103133,"Moderate Risk","Foods not protected from contamination"
1753,"20140304",103131,"Moderate Risk","Moderate risk vermin infestation"
1753,"20130813",103142,"Low Risk","Unclean nonfood contact surfaces"
1753,"20130813",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1753,"20130813",103105,"High Risk","Improper cooling methods"
1753,"20130813",103161,"Low Risk","Low risk vermin infestation"
1753,"20121017",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1753,"20121017",103156,"Low Risk","Permit license or inspection report not posted"
1753,"20121017",103162,"Low Risk","Other low risk violation"
1753,"20121017",103103,"High Risk","High risk food holding temperature "
1753,"20121217",103105,"High Risk","Improper cooling methods"
1754,"20150504",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1754,"20150504",103145,"Low Risk","Improper storage of equipment utensils or linens"
1754,"20150504",103157,"Low Risk","Food safety certificate or food handler card not available"
1754,"20150504",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1754,"20150504",103131,"Moderate Risk","Moderate risk vermin infestation"
1754,"20150504",103139,"Low Risk","Improper food storage"
1754,"20140324",103109,"High Risk","Unclean or unsanitary food contact surfaces"
1754,"20140324",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1754,"20140324",103139,"Low Risk","Improper food storage"
1754,"20140324",103131,"Moderate Risk","Moderate risk vermin infestation"
1754,"20130709",103102,"High Risk","Unclean hands or improper use of gloves"
1754,"20130709",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1754,"20130709",103108,"High Risk","Contaminated or adulterated food"
1754,"20130709",103109,"High Risk","Unclean or unsanitary food contact surfaces"
1754,"20130709",103114,"High Risk","High risk vermin infestation"
1754,"20130709",103133,"Moderate Risk","Foods not protected from contamination"
1754,"20130709",103142,"Low Risk","Unclean nonfood contact surfaces"
1754,"20130709",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1757,"20141210",103138,"Low Risk","Improper storage use or identification of toxic substances"
1757,"20141210",103114,"High Risk","High risk vermin infestation"
1757,"20141210",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
1757,"20141210",103120,"Moderate Risk","Moderate risk food holding temperature "
1757,"20141210",103132,"Moderate Risk","Improper thawing methods "
1757,"20141210",103133,"Moderate Risk","Foods not protected from contamination"
1757,"20141210",103142,"Low Risk","Unclean nonfood contact surfaces"
1757,"20131106",103109,"High Risk","Unclean or unsanitary food contact surfaces"
1757,"20131106",103133,"Moderate Risk","Foods not protected from contamination"
1757,"20131106",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1757,"20140424",103156,"Low Risk","Permit license or inspection report not posted"
1757,"20140424",103139,"Low Risk","Improper food storage"
1757,"20140424",103133,"Moderate Risk","Foods not protected from contamination"
1757,"20130125",103131,"Moderate Risk","Moderate risk vermin infestation"
1757,"20130125",103142,"Low Risk","Unclean nonfood contact surfaces"
1757,"20130125",103133,"Moderate Risk","Foods not protected from contamination"
1764,"20140306",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1764,"20140306",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1764,"20121220",103157,"Low Risk","Food safety certificate or food handler card not available"
1765,"20150605",103120,"Moderate Risk","Moderate risk food holding temperature "
1765,"20140423",103139,"Low Risk","Improper food storage"
1765,"20140423",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
1765,"20140423",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1768,"20141114",103129,"Moderate Risk","Insufficient hot water or running water"
1768,"20141114",103130,"Moderate Risk","Inadequate sewage or wastewater disposal"
1768,"20130918",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1768,"20121227",103131,"Moderate Risk","Moderate risk vermin infestation"
1768,"20121227",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
1768,"20121227",103120,"Moderate Risk","Moderate risk food holding temperature "
1768,"20121227",103129,"Moderate Risk","Insufficient hot water or running water"
1775,"20140210",103145,"Low Risk","Improper storage of equipment utensils or linens"
